sid,castaway,season,season_name,age,day,order,winner,result,original_tribe,immunity_idols_won,jury,ftc,appearance,returning
636,Morgan,36,Ghost Island,29,9,3,0,3rd voted out,Naviti,0,0,0,1,0
637,Brendan,36,Ghost Island,40,12,4,0,4th voted out,Malolo,0,0,0,1,0
638,Stephanie,36,Ghost Island,34,14,5,0,5th voted out,Malolo,0,0,0,1,0
639,James,36,Ghost Island,24,17,6,0,6th voted out,Malolo,0,0,0,1,0
640,Bradley,36,Ghost Island,26,19,7,0,7th voted out,Naviti,0,0,0,1,0
641,Chris,36,Ghost Island,27,22,8,0,8th voted out,Naviti,0,1,0,1,0
642,Libby,36,Ghost Island,24,25,9,0,9th voted out,Malolo,0,1,0,1,0
643,Desiree,36,Ghost Island,21,27,10,0,10th voted out,Naviti,0,1,0,1,0
644,Jenna,36,Ghost Island,23,29,11,0,11th voted out,Malolo,0,1,0,1,0
645,Michael,36,Ghost Island,18,29,12,0,12th voted out,Malolo,0,1,0,1,0
646,Chelsea,36,Ghost Island,25,32,13,0,13th voted out,Naviti,2,1,0,1,0
647,Kellyn,36,Ghost Island,30,35,14,0,14th voted out,Naviti,1,1,0,1,0
648,Sebastian,36,Ghost Island,22,36,15,0,15th voted out,Naviti,0,1,0,1,0
649,Donathan,36,Ghost Island,25,37,16,0,16th voted out,Malolo,0,1,0,1,0
650,Angela,36,Ghost Island,42,38,17,0,Eliminated,Naviti,1,1,0,1,0
651,Laurel,36,Ghost Island,29,39,18,0,2nd runner-up,Malolo,1,1,1,1,0
652,Domenick,36,Ghost Island,38,39,19,0,Runner-up,Naviti,3,0,1,1,0
653,Wendell,36,Ghost Island,33,39,20,1,Sole Survivor,Naviti,2,0,1,1,0
654,Pat,37,David vs. Goliath,41,3,1,0,Medically evacuated,David,0,0,0,1,0
655,Jessica,37,David vs. Goliath,19,6,2,0,1st voted out,David,0,0,0,1,0
656,Jeremy,37,David vs. Goliath,40,9,3,0,2nd voted out,Goliath,0,0,0,1,0
657,Bi,37,David vs. Goliath,28,10,4,0,Quit,David,0,0,0,1,0
658,Natalia,37,David vs. Goliath,26,11,5,0,3rd voted out,Goliath,0,0,0,1,0
659,Natalie,37,David vs. Goliath,57,15,6,0,4th voted out,Goliath,0,0,0,1,0
660,Lyrsa,37,David vs. Goliath,36,17,7,0,5th voted out,David,0,0,0,1,0
661,Elizabeth,37,David vs. Goliath,31,20,8,0,6th voted out,David,0,1,0,1,0
662,John,37,David vs. Goliath,38,22,9,0,7th voted out,Goliath,0,1,0,1,0
663,Dan,37,David vs. Goliath,28,25,10,0,8th voted out,Goliath,1,1,0,1,0
664,Alec,37,David vs. Goliath,24,28,11,0,9th voted out,Goliath,1,1,0,1,0
665,Carl,37,David vs. Goliath,41,30,12,0,10th voted out,David,0,1,0,1,0
666,Gabby,37,David vs. Goliath,25,32,13,0,11th voted out,David,0,1,0,1,0
667,Christian,37,David vs. Goliath,32,35,14,0,12th voted out,David,1,1,0,1,0
668,Davie,37,David vs. Goliath,30,36,15,0,13th voted out,David,1,1,0,1,0
669,Alison,37,David vs. Goliath,28,37,16,0,14th voted out,Goliath,1,1,0,1,0
670,Kara,37,David vs. Goliath,30,38,17,0,Eliminated,Goliath,1,1,0,1,0
671,Angelina,37,David vs. Goliath,28,39,18,0,2nd runner-up,Goliath,0,0,1,1,0
672,Mike,37,David vs. Goliath,47,39,19,0,Runner-up,Goliath,1,0,1,1,0
673,Nick,37,David vs. Goliath,27,39,20,1,Sole Survivor,David,2,0,1,1,0
674,Reem,38,Edge of Extinction,46,3,1,0,1st voted out,Manu,0,1,0,1,0
675,Keith,38,Edge of Extinction,19,6,2,0,2nd voted out,Manu,0,0,0,1,0
676,Aubry,38,Edge of Extinction,32,13,5,0,5th voted out,Kama,0,1,0,3,1
677,Wendy,38,Edge of Extinction,25,16,6,0,6th voted out,Manu,0,0,0,1,0
678,Joe,38,Edge of Extinction,29,19,7,0,7th voted out,Kama,0,1,0,3,1
679,Eric,38,Edge of Extinction,34,22,8,0,8th voted out,Kama,0,1,0,1,0
680,Julia,38,Edge of Extinction,25,23,9,0,9th voted out,Kama,0,1,0,1,0
681,David,38,Edge of Extinction,44,25,10,0,10th voted out,Manu,0,1,0,2,1
682,Kelley,38,Edge of Extinction,32,27,11,0,11th voted out,Manu,0,1,0,3,1
683,Wardog,38,Edge of Extinction,38,29,12,0,12th voted out,Manu,0,1,0,1,0
684,Ron,38,Edge of Extinction,45,31,13,0,13th voted out,Kama,0,1,0,1,0
685,Aurora,38,Edge of Extinction,32,34,14,0,14th voted out,Kama,2,1,0,1,0
686,Victoria,38,Edge of Extinction,23,36,15,0,15th voted out,Kama,0,1,0,1,0
687,Lauren,38,Edge of Extinction,21,37,16,0,16th voted out,Manu,0,1,0,1,0
688,Rick,38,Edge of Extinction,33,38,17,0,Eliminated,Manu,4,1,0,1,0
689,Julie,38,Edge of Extinction,46,39,18,0,2nd runner-up,Kama,2,0,1,1,0
690,Gavin,38,Edge of Extinction,23,39,19,0,Runner-up,Kama,2,0,1,1,0
691,Chris,38,Edge of Extinction,25,39,20,1,Sole Survivor,Manu,1,0,1,1,0
692,Ronnie,39,Island of the Idols,36,3,1,0,1st voted out,Lairo,0,0,0,1,0
693,Molly,39,Island of the Idols,27,6,2,0,2nd voted out,Vokai,0,0,0,1,0
694,Vince,39,Island of the Idols,27,8,3,0,3rd voted out,Lairo,0,0,0,1,0
695,Chelsea,39,Island of the Idols,27,11,4,0,4th voted out,Lairo,0,0,0,1,0
696,Tom,39,Island of the Idols,60,14,5,0,5th voted out,Lairo,0,0,0,1,0
697,Jason,39,Island of the Idols,32,16,6,0,6th voted out,Vokai,0,0,0,1,0
698,Jack,39,Island of the Idols,23,19,7,0,7th voted out,Vokai,0,1,0,1,0
699,Kellee,39,Island of the Idols,29,22,8,0,8th voted out,Vokai,0,1,0,1,0
700,Jamal,39,Island of the Idols,33,24,9,0,9th voted out,Vokai,0,1,0,1,0
701,Aaron,39,Island of the Idols,36,27,10,0,10th voted out,Lairo,2,1,0,1,0
702,Missy,39,Island of the Idols,24,27,11,0,11th voted out,Lairo,0,1,0,1,0
703,Elizabeth,39,Island of the Idols,26,30,12,0,12th voted out,Lairo,0,1,0,1,0
704,Karishma,39,Island of the Idols,37,32,13,0,13th voted out,Lairo,0,1,0,1,0
705,Elaine,39,Island of the Idols,41,35,14,0,14th voted out,Lairo,1,1,0,1,0
706,Dan,39,Island of the Idols,48,36,15,0,Ejected,Vokai,0,0,0,1,0
707,Janet,39,Island of the Idols,59,37,16,0,15th voted out,Vokai,0,1,0,1,0
708,Lauren,39,Island of the Idols,28,38,17,0,Eliminated,Vokai,1,1,0,1,0
709,Noura,39,Island of the Idols,36,39,18,0,2nd runner-up,Vokai,3,0,1,1,0
710,Dean,39,Island of the Idols,28,39,19,0,Runner-up,Lairo,2,0,1,1,0
711,Tommy,39,Island of the Idols,26,39,20,1,Sole Survivor,Vokai,0,0,1,1,0
1,Amber,40,Winners at War,40,3,2,0,2nd voted out,Dakal,3,1,0,1,0
713,Danni,40,Winners at War,43,6,3,0,3rd voted out,Sele,0,1,0,2,1
714,Ethan,40,Winners at War,45,9,4,0,4th voted out,Sele,0,1,0,3,1
715,Rob,40,Winners at War,43,14,6,0,6th voted out,Sele,0,1,0,5,1
716,Parvati,40,Winners at War,36,16,7,0,7th voted out,Sele,0,1,0,4,1
717,Sandra,40,Winners at War,44,16,8,0,8th voted out,Dakal,0,0,0,4,1
718,Yul,40,Winners at War,44,18,9,0,9th voted out,Dakal,0,1,0,2,1
719,Wendell,40,Winners at War,35,21,10,0,10th voted out,Dakal,0,1,0,2,1
720,Adam,40,Winners at War,28,23,11,0,11th voted out,Sele,0,1,0,2,1
721,Tyson,40,Winners at War,39,25,12,0,12th voted out,Dakal,0,1,0,4,1
722,Sophie,40,Winners at War,29,28,13,0,13th voted out,Dakal,0,1,0,2,1
1,Kim,40,Winners at War,36,29,14,0,14th voted out,Dakal,2,1,0,1,0
724,Jeremy,40,Winners at War,41,31,15,0,15th voted out,Sele,1,1,0,3,1
725,Nick,40,Winners at War,28,34,16,0,16th voted out,Dakal,1,1,0,2,1
726,Denise,40,Winners at War,48,36,17,0,17th voted out,Sele,2,1,0,2,1
727,Ben,40,Winners at War,36,37,18,0,18th voted out,Sele,0,1,0,2,1
728,Sarah,40,Winners at War,34,38,19,0,Eliminated,Dakal,0,1,0,3,1
729,Michele,40,Winners at War,29,39,20,0,2nd runner-up,Sele,2,0,1,2,1
730,Natalie,40,Winners at War,33,39,21,0,Runner-up,Sele,1,0,1,2,1
731,Tony,40,Winners at War,45,39,22,1,Sole Survivor,Dakal,4,0,1,3,1
